room_type,room_private,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,lng,lat,is_weekend,realsum_cut,longitude_disc_2_248_2_332,longitude_disc_2_332_2_359,longitude_disc_2_359_2_439,latitude_disc_2_248_2_332,latitude_disc_2_332_2_359,latitude_disc_2_359_2_439
2,0,3.0,0,1,0,10.0,95.0,0,1.7803173,0.39624816,2.3287,48.85874,1,754.0311,True,False,False,True,False,False
2,0,6.0,0,0,1,10.0,94.0,1,2.2837155,0.044899687,2.339,48.875,1,573.21277,False,True,False,False,True,False
1,1,2.0,0,0,1,10.0,100.0,1,4.0993547,0.13471302,2.32543,48.8244,0,251.42139,True,False,False,True,False,False
2,0,2.0,0,0,0,9.0,97.0,1,2.402843,0.19653219,2.38137,48.86708,0,301.28622,False,False,True,False,False,True
2,0,4.0,1,1,0,9.0,100.0,1,5.454122,0.3774099,2.28016,48.86722,0,1263.3983,True,False,False,True,False,False
2,0,6.0,0,0,0,8.0,89.0,2,1.5796194,0.16317132,2.35959,48.87004,1,605.1356,False,False,True,False,False,True
2,0,2.0,0,0,0,10.0,94.0,0,0.0715663,0.10143297,2.3527,48.85721,1,473.01706,False,True,False,False,True,False
1,1,2.0,0,0,1,10.0,80.0,1,2.8165267,0.19429635,2.35079,48.88187,0,316.89813,False,True,False,False,True,False
2,0,3.0,0,1,0,7.0,83.0,1,2.2682943,0.16793631,2.3239,48.84922,0,608.3978,True,False,False,True,False,False
2,0,5.0,0,0,0,9.0,92.0,1,1.0636799,0.21385393,2.36678,48.85416,1,797.3716,False,False,True,False,False,True
1,1,2.0,0,0,0,9.0,96.0,1,3.2795594,0.13515379,2.36101,48.88556,0,171.03178,False,False,True,False,False,True
2,0,4.0,0,0,1,8.0,100.0,1,1.8613029,0.14199363,2.33921,48.87073,1,618.8834,False,True,False,False,True,False
2,0,2.0,0,0,0,10.0,93.0,0,7.071643,0.22681539,2.2595,48.84046,0,272.15958,True,False,False,True,False,False
2,0,2.0,1,0,0,9.0,92.0,0,0.8550817,0.11952648,2.35218,48.86425,0,287.07242,False,True,False,False,True,False
2,0,2.0,1,0,0,10.0,98.0,1,1.9491539,0.21836363,2.32631,48.85834,0,382.37488,True,False,False,True,False,False
2,0,2.0,0,0,0,9.0,88.0,0,1.3314695,0.1844987,2.36928,48.86151,1,194.33311,False,False,True,False,False,True
2,0,5.0,0,0,1,7.0,64.0,1,1.3171468,0.2897555,2.34194,48.86603,0,445.7545,False,True,False,False,True,False
2,0,3.0,1,0,0,10.0,96.0,1,3.7481105,0.29419962,2.30916,48.83898,1,252.35344,True,False,False,True,False,False
